月份,月销量,月销量排名,月销量排名链接,占厂商份额,在厂商排名,厂商所有车型当月销量链接,在紧凑车排名,所有紧凑车当月销量链接
2020-07,155,397,https://xl.16888.com/style-202007-202007-1.html,0.56%,16,https://xl.16888.com/f/57329/history-202007-202007-1.html,12,https://xl.16888.com/level-1-202007-202007-1.html
2020-06,137,396,https://xl.16888.com/style-202006-202006-1.html,0.43%,15,https://xl.16888.com/f/57329/history-202006-202006-1.html,10,https://xl.16888.com/level-1-202006-202006-1.html
2020-05,123,410,https://xl.16888.com/style-202005-202005-1.html,0.43%,15,https://xl.16888.com/f/57329/history-202005-202005-1.html,10,https://xl.16888.com/level-1-202005-202005-1.html
2020-04,85,406,https://xl.16888.com/style-202004-202004-1.html,0.27%,15,https://xl.16888.com/f/57329/history-202004-202004-1.html,8,https://xl.16888.com/level-1-202004-202004-1.html
2020-03,272,327,https://xl.16888.com/style-202003-202003-1.html,0.95%,12,https://xl.16888.com/f/57329/history-202003-202003-1.html,8,https://xl.16888.com/level-1-202003-202003-1.html
2020-02,--,--,https://xl.16888.com/style-202002-202002-1.html,--,--,https://xl.16888.com/f/57329/history-202002-202002-1.html,--,https://xl.16888.com/level-1-202002-202002-1.html
2020-01,153,371,https://xl.16888.com/style-202001-202001-1.html,0.60%,14,https://xl.16888.com/f/57329/history-202001-202001-1.html,6,https://xl.16888.com/level-1-202001-202001-1.html
2019-12,360,381,https://xl.16888.com/style-201912-201912-1.html,0.92%,14,https://xl.16888.com/f/57329/history-201912-201912-1.html,6,https://xl.16888.com/level-1-201912-201912-1.html
2019-11,292,370,https://xl.16888.com/style-201911-201911-1.html,0.73%,14,https://xl.16888.com/f/57329/history-201911-201911-1.html,6,https://xl.16888.com/level-1-201911-201911-1.html
2019-10,129,396,https://xl.16888.com/style-201910-201910-1.html,0.31%,14,https://xl.16888.com/f/57329/history-201910-201910-1.html,7,https://xl.16888.com/level-1-201910-201910-1.html
2019-09,301,372,https://xl.16888.com/style-201909-201909-1.html,0.75%,12,https://xl.16888.com/f/57329/history-201909-201909-1.html,7,https://xl.16888.com/level-1-201909-201909-1.html
2019-08,1100,270,https://xl.16888.com/style-201908-201908-1.html,3.16%,11,https://xl.16888.com/f/57329/history-201908-201908-1.html,4,https://xl.16888.com/level-1-201908-201908-1.html
2019-07,1120,250,https://xl.16888.com/style-201907-201907-1.html,4.02%,8,https://xl.16888.com/f/57329/history-201907-201907-1.html,5,https://xl.16888.com/level-1-201907-201907-1.html
2019-06,1762,231,https://xl.16888.com/style-201906-201906-1.html,4.73%,8,https://xl.16888.com/f/57329/history-201906-201906-1.html,5,https://xl.16888.com/level-1-201906-201906-1.html
2019-05,1249,251,https://xl.16888.com/style-201905-201905-1.html,3.91%,10,https://xl.16888.com/f/57329/history-201905-201905-1.html,4,https://xl.16888.com/level-1-201905-201905-1.html
2019-04,1157,261,https://xl.16888.com/style-201904-201904-1.html,3.31%,9,https://xl.16888.com/f/57329/history-201904-201904-1.html,5,https://xl.16888.com/level-1-201904-201904-1.html
